Date,Crop,Mandi,Modal_Price
2024-05-21,Wheat,Indore,1968
2024-05-22,Wheat,Indore,1974
2024-05-23,Wheat,Indore,1959
2024-05-24,Wheat,Indore,1965
2024-05-25,Wheat,Indore,1961
2024-05-26,Wheat,Indore,1951
2024-05-27,Wheat,Indore,1958
2024-05-28,Wheat,Indore,1940
2024-05-29,Wheat,Indore,1934
2024-05-30,Wheat,Indore,1945
2024-05-31,Wheat,Indore,1938
2024-06-01,Wheat,Indore,1950
2024-06-02,Wheat,Indore,1934
2024-06-03,Wheat,Indore,1917
2024-06-04,Wheat,Indore,1914
2024-06-05,Wheat,Indore,1899
2024-06-06,Wheat,Indore,1902
2024-06-07,Wheat,Indore,1927
2024-06-08,Wheat,Indore,1928
2024-06-09,Wheat,Indore,1925
2024-06-10,Wheat,Indore,1933
2024-06-11,Wheat,Indore,1924
2024-06-12,Wheat,Indore,1905
2024-06-13,Wheat,Indore,1928
2024-06-14,Wheat,Indore,1950
2024-06-15,Wheat,Indore,1964
2024-06-16,Wheat,Indore,1968
2024-06-17,Wheat,Indore,1973
2024-06-18,Wheat,Indore,1964
2024-06-19,Wheat,Indore,1956
2024-06-20,Wheat,Indore,1974
2024-06-21,Wheat,Indore,1954
2024-06-22,Wheat,Indore,1975
2024-06-23,Wheat,Indore,1991
2024-06-24,Wheat,Indore,1992
2024-06-25,Wheat,Indore,2000
2024-06-26,Wheat,Indore,2010
2024-06-27,Wheat,Indore,1992
2024-06-28,Wheat,Indore,2004
2024-06-29,Wheat,Indore,2016
2024-06-30,Wheat,Indore,2029
2024-07-01,Wheat,Indore,2033
2024-07-02,Wheat,Indore,2019
2024-07-03,Wheat,Indore,2024
2024-07-04,Wheat,Indore,2043
2024-07-05,Wheat,Indore,2026
2024-07-06,Wheat,Indore,2007
2024-07-07,Wheat,Indore,2018
2024-07-08,Wheat,Indore,2010
2024-07-09,Wheat,Indore,2022
2024-07-10,Wheat,Indore,2019
2024-07-11,Wheat,Indore,2017
2024-07-12,Wheat,Indore,1997
2024-07-13,Wheat,Indore,2014
2024-07-14,Wheat,Indore,2024
2024-07-15,Wheat,Indore,2020
2024-07-16,Wheat,Indore,2012
2024-07-17,Wheat,Indore,2008
2024-07-18,Wheat,Indore,2014
2024-07-19,Wheat,Indore,2036
2024-07-20,Wheat,Indore,2034
2024-07-21,Wheat,Indore,2024
2024-07-22,Wheat,Indore,2040
2024-07-23,Wheat,Indore,2053
2024-07-24,Wheat,Indore,2034
2024-07-25,Wheat,Indore,2038
2024-07-26,Wheat,Indore,2035
2024-07-27,Wheat,Indore,2034
2024-07-28,Wheat,Indore,2021
2024-07-29,Wheat,Indore,2019
2024-07-30,Wheat,Indore,2004
2024-07-31,Wheat,Indore,2006
2024-08-01,Wheat,Indore,2021
2024-08-02,Wheat,Indore,2001
2024-08-03,Wheat,Indore,2025
2024-08-04,Wheat,Indore,2035
2024-08-05,Wheat,Indore,2022
2024-08-06,Wheat,Indore,2010
2024-08-07,Wheat,Indore,2032
2024-08-08,Wheat,Indore,2042
2024-08-09,Wheat,Indore,2066
2024-08-10,Wheat,Indore,2083
2024-08-11,Wheat,Indore,2073
2024-08-12,Wheat,Indore,2086
2024-08-13,Wheat,Indore,2091
2024-08-14,Wheat,Indore,2116
2024-08-15,Wheat,Indore,2117
2024-08-16,Wheat,Indore,2109
2024-08-17,Wheat,Indore,2126
2024-08-18,Wheat,Indore,2138
2024-08-19,Wheat,Indore,2129
2024-08-20,Wheat,Indore,2124
2024-08-21,Wheat,Indore,2116
2024-08-22,Wheat,Indore,2102
2024-08-23,Wheat,Indore,2086
2024-08-24,Wheat,Indore,2098
2024-08-25,Wheat,Indore,2096
2024-08-26,Wheat,Indore,2118
2024-08-27,Wheat,Indore,2142
2024-08-28,Wheat,Indore,2155
2024-08-29,Wheat,Indore,2165
2024-08-30,Wheat,Indore,2186
2024-08-31,Wheat,Indore,2182
2024-09-01,Wheat,Indore,2185
2024-09-02,Wheat,Indore,2172
2024-09-03,Wheat,Indore,2193
2024-09-04,Wheat,Indore,2209
2024-09-05,Wheat,Indore,2230
2024-09-06,Wheat,Indore,2214
2024-09-07,Wheat,Indore,2198
2024-09-08,Wheat,Indore,2205
2024-09-09,Wheat,Indore,2203
2024-09-10,Wheat,Indore,2198
2024-09-11,Wheat,Indore,2207
2024-09-12,Wheat,Indore,2212
2024-09-13,Wheat,Indore,2205
2024-09-14,Wheat,Indore,2189
2024-09-15,Wheat,Indore,2203
2024-09-16,Wheat,Indore,2214
2024-09-17,Wheat,Indore,2227
2024-09-18,Wheat,Indore,2239
2024-09-19,Wheat,Indore,2238
2024-09-20,Wheat,Indore,2239
2024-09-21,Wheat,Indore,2226
2024-09-22,Wheat,Indore,2236
2024-09-23,Wheat,Indore,2251
2024-09-24,Wheat,Indore,2232
2024-09-25,Wheat,Indore,2252
2024-09-26,Wheat,Indore,2275
2024-09-27,Wheat,Indore,2295
2024-09-28,Wheat,Indore,2303
2024-09-29,Wheat,Indore,2302
2024-09-30,Wheat,Indore,2294
2024-10-01,Wheat,Indore,2304
2024-10-02,Wheat,Indore,2300
2024-10-03,Wheat,Indore,2320
2024-10-04,Wheat,Indore,2339
2024-10-05,Wheat,Indore,2353
2024-10-06,Wheat,Indore,2353
2024-10-07,Wheat,Indore,2377
2024-10-08,Wheat,Indore,2364
2024-10-09,Wheat,Indore,2370
2024-10-10,Wheat,Indore,2374
2024-10-11,Wheat,Indore,2382
2024-10-12,Wheat,Indore,2389
2024-10-13,Wheat,Indore,2391
2024-10-14,Wheat,Indore,2392
2024-10-15,Wheat,Indore,2387
2024-10-16,Wheat,Indore,2398
2024-10-17,Wheat,Indore,2379
2024-10-18,Wheat,Indore,2384
2024-10-19,Wheat,Indore,2408
2024-10-20,Wheat,Indore,2403
2024-10-21,Wheat,Indore,2426
2024-10-22,Wheat,Indore,2413
2024-10-23,Wheat,Indore,2396
2024-10-24,Wheat,Indore,2417
2024-10-25,Wheat,Indore,2419
2024-10-26,Wheat,Indore,2401
2024-10-27,Wheat,Indore,2410
2024-10-28,Wheat,Indore,2400
2024-10-29,Wheat,Indore,2382
2024-10-30,Wheat,Indore,2390
2024-10-31,Wheat,Indore,2373
2024-11-01,Wheat,Indore,2378
2024-11-02,Wheat,Indore,2386
2024-11-03,Wheat,Indore,2395
2024-11-04,Wheat,Indore,2379
2024-11-05,Wheat,Indore,2401
2024-11-06,Wheat,Indore,2382
2024-11-07,Wheat,Indore,2395
2024-11-08,Wheat,Indore,2412
2024-11-09,Wheat,Indore,2397
2024-11-10,Wheat,Indore,2379
2024-11-11,Wheat,Indore,2366
2024-11-12,Wheat,Indore,2384
2024-11-13,Wheat,Indore,2386
2024-11-14,Wheat,Indore,2368
2024-11-15,Wheat,Indore,2386
2024-11-16,Wheat,Indore,2386
2024-11-17,Wheat,Indore,2394
2024-11-18,Wheat,Indore,2403
2024-11-19,Wheat,Indore,2400
2024-11-20,Wheat,Indore,2385
2024-11-21,Wheat,Indore,2399
2024-11-22,Wheat,Indore,2416
2024-11-23,Wheat,Indore,2397
2024-11-24,Wheat,Indore,2387
2024-11-25,Wheat,Indore,2401
2024-11-26,Wheat,Indore,2399
2024-11-27,Wheat,Indore,2407
2024-11-28,Wheat,Indore,2387
2024-11-29,Wheat,Indore,2391
2024-11-30,Wheat,Indore,2390
2024-12-01,Wheat,Indore,2407
2024-12-02,Wheat,Indore,2417
2024-12-03,Wheat,Indore,2426
2024-12-04,Wheat,Indore,2422
2024-12-05,Wheat,Indore,2411
2024-12-06,Wheat,Indore,2407
2024-12-07,Wheat,Indore,2418
2024-12-08,Wheat,Indore,2437
2024-12-09,Wheat,Indore,2428
2024-12-10,Wheat,Indore,2445
2024-12-11,Wheat,Indore,2447
2024-12-12,Wheat,Indore,2442
2024-12-13,Wheat,Indore,2428
2024-12-14,Wheat,Indore,2413
2024-12-15,Wheat,Indore,2430
2024-12-16,Wheat,Indore,2435
2024-12-17,Wheat,Indore,2451
2024-12-18,Wheat,Indore,2476
2024-12-19,Wheat,Indore,2456
2024-12-20,Wheat,Indore,2451
2024-12-21,Wheat,Indore,2476
2024-12-22,Wheat,Indore,2478
2024-12-23,Wheat,Indore,2471
2024-12-24,Wheat,Indore,2494
2024-12-25,Wheat,Indore,2479
2024-12-26,Wheat,Indore,2475
2024-12-27,Wheat,Indore,2485
2024-12-28,Wheat,Indore,2472
2024-12-29,Wheat,Indore,2474
2024-12-30,Wheat,Indore,2479
2024-12-31,Wheat,Indore,2495
2025-01-01,Wheat,Indore,2505
2025-01-02,Wheat,Indore,2504
2025-01-03,Wheat,Indore,2520
2025-01-04,Wheat,Indore,2507
2025-01-05,Wheat,Indore,2521
2025-01-06,Wheat,Indore,2501
2025-01-07,Wheat,Indore,2515
2025-01-08,Wheat,Indore,2503
2025-01-09,Wheat,Indore,2521
2025-01-10,Wheat,Indore,2542
2025-01-11,Wheat,Indore,2562
2025-01-12,Wheat,Indore,2546
2025-01-13,Wheat,Indore,2544
2025-01-14,Wheat,Indore,2539
2025-01-15,Wheat,Indore,2561
2025-01-16,Wheat,Indore,2568
2025-01-17,Wheat,Indore,2584
2025-01-18,Wheat,Indore,2603
2025-01-19,Wheat,Indore,2618
2025-01-20,Wheat,Indore,2611
2025-01-21,Wheat,Indore,2619
2025-01-22,Wheat,Indore,2610
2025-01-23,Wheat,Indore,2614
2025-01-24,Wheat,Indore,2601
2025-01-25,Wheat,Indore,2596
2025-01-26,Wheat,Indore,2609
2025-01-27,Wheat,Indore,2612
2025-01-28,Wheat,Indore,2616
2025-01-29,Wheat,Indore,2635
2025-01-30,Wheat,Indore,2636
2025-01-31,Wheat,Indore,2633
2025-02-01,Wheat,Indore,2622
2025-02-02,Wheat,Indore,2642
2025-02-03,Wheat,Indore,2646
2025-02-04,Wheat,Indore,2652
2025-02-05,Wheat,Indore,2633
2025-02-06,Wheat,Indore,2651
2025-02-07,Wheat,Indore,2635
2025-02-08,Wheat,Indore,2633
2025-02-09,Wheat,Indore,2654
2025-02-10,Wheat,Indore,2666
2025-02-11,Wheat,Indore,2649
2025-02-12,Wheat,Indore,2660
2025-02-13,Wheat,Indore,2678
2025-02-14,Wheat,Indore,2698
2025-02-15,Wheat,Indore,2685
2025-02-16,Wheat,Indore,2671
2025-02-17,Wheat,Indore,2690
2025-02-18,Wheat,Indore,2691
2025-02-19,Wheat,Indore,2683
2025-02-20,Wheat,Indore,2707
2025-02-21,Wheat,Indore,2730
2025-02-22,Wheat,Indore,2745
2025-02-23,Wheat,Indore,2761
2025-02-24,Wheat,Indore,2759
2025-02-25,Wheat,Indore,2745
2025-02-26,Wheat,Indore,2768
2025-02-27,Wheat,Indore,2756
2025-02-28,Wheat,Indore,2739
2025-03-01,Wheat,Indore,2746
2025-03-02,Wheat,Indore,2771
2025-03-03,Wheat,Indore,2759
2025-03-04,Wheat,Indore,2750
2025-03-05,Wheat,Indore,2763
2025-03-06,Wheat,Indore,2752
2025-03-07,Wheat,Indore,2777
2025-03-08,Wheat,Indore,2776
2025-03-09,Wheat,Indore,2782
2025-03-10,Wheat,Indore,2777
2025-03-11,Wheat,Indore,2799
2025-03-12,Wheat,Indore,2806
2025-03-13,Wheat,Indore,2823
2025-03-14,Wheat,Indore,2844
2025-03-15,Wheat,Indore,2830
2025-03-16,Wheat,Indore,2830
2025-03-17,Wheat,Indore,2820
2025-03-18,Wheat,Indore,2844
2025-03-19,Wheat,Indore,2857
2025-03-20,Wheat,Indore,2877
2025-03-21,Wheat,Indore,2861
2025-03-22,Wheat,Indore,2865
2025-03-23,Wheat,Indore,2859
2025-03-24,Wheat,Indore,2842
2025-03-25,Wheat,Indore,2838
2025-03-26,Wheat,Indore,2855
2025-03-27,Wheat,Indore,2842
2025-03-28,Wheat,Indore,2865
2025-03-29,Wheat,Indore,2872
2025-03-30,Wheat,Indore,2856
2025-03-31,Wheat,Indore,2845
2025-04-01,Wheat,Indore,2838
2025-04-02,Wheat,Indore,2833
2025-04-03,Wheat,Indore,2836
2025-04-04,Wheat,Indore,2844
2025-04-05,Wheat,Indore,2862
2025-04-06,Wheat,Indore,2876
2025-04-07,Wheat,Indore,2894
2025-04-08,Wheat,Indore,2877
2025-04-09,Wheat,Indore,2871
2025-04-10,Wheat,Indore,2868
2025-04-11,Wheat,Indore,2862
2025-04-12,Wheat,Indore,2873
2025-04-13,Wheat,Indore,2869
2025-04-14,Wheat,Indore,2852
2025-04-15,Wheat,Indore,2864
2025-04-16,Wheat,Indore,2878
2025-04-17,Wheat,Indore,2893
2025-04-18,Wheat,Indore,2908
2025-04-19,Wheat,Indore,2899
2025-04-20,Wheat,Indore,2887
2025-04-21,Wheat,Indore,2898
2025-04-22,Wheat,Indore,2889
2025-04-23,Wheat,Indore,2892
2025-04-24,Wheat,Indore,2886
2025-04-25,Wheat,Indore,2892
2025-04-26,Wheat,Indore,2913
2025-04-27,Wheat,Indore,2914
2025-04-28,Wheat,Indore,2912
2025-04-29,Wheat,Indore,2915
2025-04-30,Wheat,Indore,2916
2025-05-01,Wheat,Indore,2910
2025-05-02,Wheat,Indore,2920
2025-05-03,Wheat,Indore,2943
2025-05-04,Wheat,Indore,2963
2025-05-05,Wheat,Indore,2959
2025-05-06,Wheat,Indore,2983
2025-05-07,Wheat,Indore,2987
2025-05-08,Wheat,Indore,3003
2025-05-09,Wheat,Indore,3020
2025-05-10,Wheat,Indore,3045
2025-05-11,Wheat,Indore,3055
2025-05-12,Wheat,Indore,3071
2025-05-13,Wheat,Indore,3055
2025-05-14,Wheat,Indore,3063
2025-05-15,Wheat,Indore,3070
2025-05-16,Wheat,Indore,3080
2025-05-17,Wheat,Indore,3084
2025-05-18,Wheat,Indore,3104
2025-05-19,Wheat,Indore,3091
2025-05-20,Wheat,Indore,3113
2025-05-21,Wheat,Indore,3130
2025-05-22,Wheat,Indore,3138
2025-05-23,Wheat,Indore,3141
2025-05-24,Wheat,Indore,3131
2025-05-25,Wheat,Indore,3129
2025-05-26,Wheat,Indore,3151
2025-05-27,Wheat,Indore,3163
2025-05-28,Wheat,Indore,3171
2025-05-29,Wheat,Indore,3178
2025-05-30,Wheat,Indore,3187
2025-05-31,Wheat,Indore,3198
2025-06-01,Wheat,Indore,3197
2025-06-02,Wheat,Indore,3219
2025-06-03,Wheat,Indore,3205
2025-06-04,Wheat,Indore,3210
2025-06-05,Wheat,Indore,3224
2025-06-06,Wheat,Indore,3207
2025-06-07,Wheat,Indore,3188
2025-06-08,Wheat,Indore,3181
2025-06-09,Wheat,Indore,3195
2025-06-10,Wheat,Indore,3212
2025-06-11,Wheat,Indore,3208
2025-06-12,Wheat,Indore,3232
2025-06-13,Wheat,Indore,3257
2025-06-14,Wheat,Indore,3281
2025-06-15,Wheat,Indore,3267
2025-06-16,Wheat,Indore,3270
2025-06-17,Wheat,Indore,3272
2025-06-18,Wheat,Indore,3255
2025-06-19,Wheat,Indore,3238
2025-06-20,Wheat,Indore,3238
2025-06-21,Wheat,Indore,3255
2025-06-22,Wheat,Indore,3261
2025-06-23,Wheat,Indore,3272
2025-06-24,Wheat,Indore,3261
2025-06-25,Wheat,Indore,3242
2025-06-26,Wheat,Indore,3231
2025-06-27,Wheat,Indore,3242
2025-06-28,Wheat,Indore,3256
2025-06-29,Wheat,Indore,3237
2025-06-30,Wheat,Indore,3218
2025-07-01,Wheat,Indore,3237
2025-07-02,Wheat,Indore,3256
2025-07-03,Wheat,Indore,3254
2025-07-04,Wheat,Indore,3272
2025-07-05,Wheat,Indore,3260
2025-07-06,Wheat,Indore,3240
2025-07-07,Wheat,Indore,3234
2025-07-08,Wheat,Indore,3247
2025-07-09,Wheat,Indore,3251
2025-07-10,Wheat,Indore,3272
2025-07-11,Wheat,Indore,3253
2025-07-12,Wheat,Indore,3260
2025-07-13,Wheat,Indore,3276
2025-07-14,Wheat,Indore,3286
2025-07-15,Wheat,Indore,3276
2025-07-16,Wheat,Indore,3289
2025-07-17,Wheat,Indore,3301
2025-07-18,Wheat,Indore,3320
2025-07-19,Wheat,Indore,3326
2025-07-20,Wheat,Indore,3309
2025-07-21,Wheat,Indore,3300
2025-07-22,Wheat,Indore,3282
2025-07-23,Wheat,Indore,3280
2025-07-24,Wheat,Indore,3280
2025-07-25,Wheat,Indore,3287
2025-07-26,Wheat,Indore,3296
2025-07-27,Wheat,Indore,3306
2025-07-28,Wheat,Indore,3315
2025-07-29,Wheat,Indore,3311
2025-07-30,Wheat,Indore,3291
2025-07-31,Wheat,Indore,3272
2025-08-01,Wheat,Indore,3277
2025-08-02,Wheat,Indore,3271
2025-08-03,Wheat,Indore,3272
2025-08-04,Wheat,Indore,3280
2025-08-05,Wheat,Indore,3299
2025-08-06,Wheat,Indore,3314
2025-08-07,Wheat,Indore,3304
2025-08-08,Wheat,Indore,3318
2025-08-09,Wheat,Indore,3320
2025-08-10,Wheat,Indore,3314
2025-08-11,Wheat,Indore,3323
2025-08-12,Wheat,Indore,3322
2025-08-13,Wheat,Indore,3302
2025-08-14,Wheat,Indore,3303
2025-08-15,Wheat,Indore,3309
2025-08-16,Wheat,Indore,3296
2025-08-17,Wheat,Indore,3285
2025-08-18,Wheat,Indore,3268
2025-08-19,Wheat,Indore,3264
2025-08-20,Wheat,Indore,3278
2025-08-21,Wheat,Indore,3279
2025-08-22,Wheat,Indore,3284
2025-08-23,Wheat,Indore,3293
2025-08-24,Wheat,Indore,3278
2025-08-25,Wheat,Indore,3268
2025-08-26,Wheat,Indore,3260
2025-08-27,Wheat,Indore,3272
2025-08-28,Wheat,Indore,3255
2025-08-29,Wheat,Indore,3259
2025-08-30,Wheat,Indore,3254
2025-08-31,Wheat,Indore,3243
2025-09-01,Wheat,Indore,3241
2025-09-02,Wheat,Indore,3242
2025-09-03,Wheat,Indore,3255
2025-09-04,Wheat,Indore,3244
2025-09-05,Wheat,Indore,3247
2025-09-06,Wheat,Indore,3264
2025-09-07,Wheat,Indore,3250
2025-09-08,Wheat,Indore,3264
2025-09-09,Wheat,Indore,3286
2025-09-10,Wheat,Indore,3301
2025-09-11,Wheat,Indore,3317
2025-09-12,Wheat,Indore,3311
2025-09-13,Wheat,Indore,3311
2025-09-14,Wheat,Indore,3311
2025-09-15,Wheat,Indore,3316
2025-09-16,Wheat,Indore,3320
2025-09-17,Wheat,Indore,3337
2025-09-18,Wheat,Indore,3341
2025-09-19,Wheat,Indore,3346
2025-09-20,Wheat,Indore,3363
2025-09-21,Wheat,Indore,3379
2025-09-22,Wheat,Indore,3390
2025-09-23,Wheat,Indore,3371
2025-09-24,Wheat,Indore,3376
2025-09-25,Wheat,Indore,3395
2025-09-26,Wheat,Indore,3383
2025-09-27,Wheat,Indore,3366
2025-09-28,Wheat,Indore,3361
2025-09-29,Wheat,Indore,3373
2025-09-30,Wheat,Indore,3395
2025-10-01,Wheat,Indore,3407
2025-10-02,Wheat,Indore,3424
2025-10-03,Wheat,Indore,3412
2025-10-04,Wheat,Indore,3433
2025-10-05,Wheat,Indore,3451
2025-10-06,Wheat,Indore,3463
2025-10-07,Wheat,Indore,3472
2025-10-08,Wheat,Indore,3472
2025-10-09,Wheat,Indore,3490
2025-10-10,Wheat,Indore,3495
2025-10-11,Wheat,Indore,3496
2025-10-12,Wheat,Indore,3519
2025-10-13,Wheat,Indore,3540
2025-10-14,Wheat,Indore,3552
2025-10-15,Wheat,Indore,3540
2025-10-16,Wheat,Indore,3545
2025-10-17,Wheat,Indore,3537
2025-10-18,Wheat,Indore,3530
2025-10-19,Wheat,Indore,3554
2025-10-20,Wheat,Indore,3570
2025-10-21,Wheat,Indore,3593
2025-10-22,Wheat,Indore,3614
2025-10-23,Wheat,Indore,3605
2025-10-24,Wheat,Indore,3627
2025-10-25,Wheat,Indore,3612
2025-10-26,Wheat,Indore,3632
2025-10-27,Wheat,Indore,3653
2025-10-28,Wheat,Indore,3644
2025-10-29,Wheat,Indore,3662
2025-10-30,Wheat,Indore,3678
2025-10-31,Wheat,Indore,3697
2025-11-01,Wheat,Indore,3715
2025-11-02,Wheat,Indore,3718
2025-11-03,Wheat,Indore,3729
2025-11-04,Wheat,Indore,3717
2025-11-05,Wheat,Indore,3741
2025-11-06,Wheat,Indore,3755
2025-11-07,Wheat,Indore,3756
2025-11-08,Wheat,Indore,3747
2025-11-09,Wheat,Indore,3760
2025-11-10,Wheat,Indore,3754
2025-11-11,Wheat,Indore,3751
2025-11-12,Wheat,Indore,3769
2025-11-13,Wheat,Indore,3780
2025-11-14,Wheat,Indore,3776
2025-11-15,Wheat,Indore,3798
2025-11-16,Wheat,Indore,3803
2025-11-17,Wheat,Indore,3812
2025-11-18,Wheat,Indore,3828
2025-11-19,Wheat,Indore,3813
2025-11-20,Wheat,Indore,3810
2025-11-21,Wheat,Indore,3825
2025-11-22,Wheat,Indore,3808
2025-11-23,Wheat,Indore,3806
2025-11-24,Wheat,Indore,3807
2025-11-25,Wheat,Indore,3799
2025-11-26,Wheat,Indore,3789
2025-11-27,Wheat,Indore,3809
2025-11-28,Wheat,Indore,3818
2025-11-29,Wheat,Indore,3839
2025-11-30,Wheat,Indore,3825
2025-12-01,Wheat,Indore,3839
2025-12-02,Wheat,Indore,3847
2025-12-03,Wheat,Indore,3860
2025-12-04,Wheat,Indore,3881
2025-12-05,Wheat,Indore,3893
2025-12-06,Wheat,Indore,3884
2025-12-07,Wheat,Indore,3902
2025-12-08,Wheat,Indore,3917
2025-12-09,Wheat,Indore,3927
2025-12-10,Wheat,Indore,3932
2025-12-11,Wheat,Indore,3921
2025-12-12,Wheat,Indore,3904
2025-12-13,Wheat,Indore,3929
2025-12-14,Wheat,Indore,3935
2025-12-15,Wheat,Indore,3942
2025-12-16,Wheat,Indore,3934
2025-12-17,Wheat,Indore,3929
2025-12-18,Wheat,Indore,3936
2025-12-19,Wheat,Indore,3946
2025-12-20,Wheat,Indore,3940
2025-12-21,Wheat,Indore,3920
2025-12-22,Wheat,Indore,3944
2025-12-23,Wheat,Indore,3944
2025-12-24,Wheat,Indore,3962
2025-12-25,Wheat,Indore,3946
2025-12-26,Wheat,Indore,3955
2025-12-27,Wheat,Indore,3943
2025-12-28,Wheat,Indore,3937
2025-12-29,Wheat,Indore,3943
2025-12-30,Wheat,Indore,3926
2025-12-31,Wheat,Indore,3911
2024-01-01,Wheat,Jaipur,1649
2024-01-02,Wheat,Jaipur,1634
2024-01-03,Wheat,Jaipur,1617
2024-01-04,Wheat,Jaipur,1627
2024-01-05,Wheat,Jaipur,1608
2024-01-06,Wheat,Jaipur,1621
2024-01-07,Wheat,Jaipur,1625
2024-01-08,Wheat,Jaipur,1639
2024-01-09,Wheat,Jaipur,1619
2024-01-10,Wheat,Jaipur,1637
2024-01-11,Wheat,Jaipur,1631
2024-01-12,Wheat,Jaipur,1623
2024-01-13,Wheat,Jaipur,1620
2024-01-14,Wheat,Jaipur,1616
2024-01-15,Wheat,Jaipur,1607
2024-01-16,Wheat,Jaipur,1632
2024-01-17,Wheat,Jaipur,1619
2024-01-18,Wheat,Jaipur,1616
2024-01-19,Wheat,Jaipur,1627
2024-01-20,Wheat,Jaipur,1619
2024-01-21,Wheat,Jaipur,1609
2024-01-22,Wheat,Jaipur,1593
2024-01-23,Wheat,Jaipur,1614
2024-01-24,Wheat,Jaipur,1611
2024-01-25,Wheat,Jaipur,1630
2024-01-26,Wheat,Jaipur,1620
2024-01-27,Wheat,Jaipur,1614
2024-01-28,Wheat,Jaipur,1635
2024-01-29,Wheat,Jaipur,1621
2024-01-30,Wheat,Jaipur,1642
2024-01-31,Wheat,Jaipur,1655
2024-02-01,Wheat,Jaipur,1636
2024-02-02,Wheat,Jaipur,1659
2024-02-03,Wheat,Jaipur,1679
2024-02-04,Wheat,Jaipur,1672
2024-02-05,Wheat,Jaipur,1678
2024-02-06,Wheat,Jaipur,1702
2024-02-07,Wheat,Jaipur,1690
2024-02-08,Wheat,Jaipur,1677
2024-02-09,Wheat,Jaipur,1658
2024-02-10,Wheat,Jaipur,1662
2024-02-11,Wheat,Jaipur,1656
2024-02-12,Wheat,Jaipur,1643
2024-02-13,Wheat,Jaipur,1639
2024-02-14,Wheat,Jaipur,1660
2024-02-15,Wheat,Jaipur,1657
2024-02-16,Wheat,Jaipur,1660
2024-02-17,Wheat,Jaipur,1658
2024-02-18,Wheat,Jaipur,1662
2024-02-19,Wheat,Jaipur,1655
2024-02-20,Wheat,Jaipur,1668
2024-02-21,Wheat,Jaipur,1690
2024-02-22,Wheat,Jaipur,1681
2024-02-23,Wheat,Jaipur,1667
2024-02-24,Wheat,Jaipur,1661
2024-02-25,Wheat,Jaipur,1675
2024-02-26,Wheat,Jaipur,1661
2024-02-27,Wheat,Jaipur,1642
2024-02-28,Wheat,Jaipur,1645
2024-02-29,Wheat,Jaipur,1636
2024-03-01,Wheat,Jaipur,1640
2024-03-02,Wheat,Jaipur,1634
2024-03-03,Wheat,Jaipur,1615
2024-03-04,Wheat,Jaipur,1624
2024-03-05,Wheat,Jaipur,1609
2024-03-06,Wheat,Jaipur,1617
2024-03-07,Wheat,Jaipur,1599
2024-03-08,Wheat,Jaipur,1611
2024-03-09,Wheat,Jaipur,1624
2024-03-10,Wheat,Jaipur,1627
2024-03-11,Wheat,Jaipur,1648
2024-03-12,Wheat,Jaipur,1661
2024-03-13,Wheat,Jaipur,1646
2024-03-14,Wheat,Jaipur,1647
2024-03-15,Wheat,Jaipur,1644
2024-03-16,Wheat,Jaipur,1637
2024-03-17,Wheat,Jaipur,1637
2024-03-18,Wheat,Jaipur,1637
2024-03-19,Wheat,Jaipur,1648
2024-03-20,Wheat,Jaipur,1668
2024-03-21,Wheat,Jaipur,1648
2024-03-22,Wheat,Jaipur,1670
2024-03-23,Wheat,Jaipur,1658
2024-03-24,Wheat,Jaipur,1649
2024-03-25,Wheat,Jaipur,1644
2024-03-26,Wheat,Jaipur,1640
2024-03-27,Wheat,Jaipur,1654
2024-03-28,Wheat,Jaipur,1657
2024-03-29,Wheat,Jaipur,1659
2024-03-30,Wheat,Jaipur,1661
2024-03-31,Wheat,Jaipur,1660
2024-04-01,Wheat,Jaipur,1642
2024-04-02,Wheat,Jaipur,1632
2024-04-03,Wheat,Jaipur,1642
2024-04-04,Wheat,Jaipur,1627
2024-04-05,Wheat,Jaipur,1632
2024-04-06,Wheat,Jaipur,1642
2024-04-07,Wheat,Jaipur,1645
2024-04-08,Wheat,Jaipur,1630
2024-04-09,Wheat,Jaipur,1631
2024-04-10,Wheat,Jaipur,1655
2024-04-11,Wheat,Jaipur,1641
2024-04-12,Wheat,Jaipur,1636
2024-04-13,Wheat,Jaipur,1642
2024-04-14,Wheat,Jaipur,1632
2024-04-15,Wheat,Jaipur,1641
2024-04-16,Wheat,Jaipur,1654
2024-04-17,Wheat,Jaipur,1675
2024-04-18,Wheat,Jaipur,1674
2024-04-19,Wheat,Jaipur,1684
2024-04-20,Wheat,Jaipur,1704
2024-04-21,Wheat,Jaipur,1706
2024-04-22,Wheat,Jaipur,1721
2024-04-23,Wheat,Jaipur,1709
2024-04-24,Wheat,Jaipur,1722
2024-04-25,Wheat,Jaipur,1730
2024-04-26,Wheat,Jaipur,1727
2024-04-27,Wheat,Jaipur,1724
2024-04-28,Wheat,Jaipur,1727
2024-04-29,Wheat,Jaipur,1708
2024-04-30,Wheat,Jaipur,1728
2024-05-01,Wheat,Jaipur,1743
2024-05-02,Wheat,Jaipur,1759
2024-05-03,Wheat,Jaipur,1779
2024-05-04,Wheat,Jaipur,1764
2024-05-05,Wheat,Jaipur,1746
2024-05-06,Wheat,Jaipur,1742
2024-05-07,Wheat,Jaipur,1759
2024-05-08,Wheat,Jaipur,1775
2024-05-09,Wheat,Jaipur,1796
2024-05-10,Wheat,Jaipur,1776
